# Format: year	player1	player2	weight	team
2023	Rio Ferdinand	Ryan Giggs	1	Manchester United
2023	Rio Ferdinand	Wayne Rooney	1	Manchester United
2023	Robert Lewandowski	Ronald Araujo	1	Barcelona
2023	Robert Lewandowski	Samuel Eto'o	1	Barcelona
2023	Robert Lewandowski	Serge Gnabry	1	Bayern Munich
2023	Robert Lewandowski	Sergio Busquets	1	Barcelona
2023	Robert Lewandowski	Sven Ulreich	1	Bayern Munich
2023	Robert Lewandowski	Thomas Muller	2	Bayern Munich
2023	Robert Lewandowski	Toni Kroos	1	Bayern Munich
2023	Robert Lewandowski	Victor Valdes	1	Barcelona
2023	Robert Lewandowski	Xavi Hernandez	1	Barcelona
2023	Roger Ibanez	Romelu Lukaku	1	AS Roma
2023	Roger Ibanez	Rui Patricio	1	AS Roma
2023	Roger Ibanez	Stephan El Shaarawy	1	AS Roma
2023	Roger Ibanez	Tammy Abraham	1	AS Roma
2023	Romelu Lukaku	Rui Patricio	1	AS Roma
2023	Romelu Lukaku	Stephan El Shaarawy	1	AS Roma
2023	Romelu Lukaku	Tammy Abraham	1	AS Roma
2023	Ronald Araujo	Samuel Eto'o	1	Barcelona
2023	Ronald Araujo	Sergio Busquets	1	Barcelona
2023	Ronald Araujo	Victor Valdes	1	Barcelona
2023	Ronald Araujo	Xavi Hernandez	1	Barcelona
2023	Roy Keane	Ruud van Nistelrooy	1	Manchester United
2023	Roy Keane	Ryan Giggs	1	Manchester United
2023	Roy Keane	Wayne Rooney	1	Manchester United
2023	Rui Patricio	Stephan El Shaarawy	1	AS Roma
2023	Rui Patricio	Tammy Abraham	1	AS Roma
2023	Ruud van Nistelrooy	Ryan Giggs	1	Manchester United
2023	Ruud van Nistelrooy	Wayne Rooney	1	Manchester United
2023	Ryan Giggs	Wayne Rooney	1	Manchester United
2023	Sadio Mane	Sami Hyypia	1	Liverpool
2023	Sadio Mane	Steven Gerrard	1	Liverpool
2023	Sadio Mane	Thiago Alcantara	1	Liverpool
2023	Sadio Mane	Trent Alexander-Arnold	1	Liverpool
2023	Sadio Mane	Virgil van Dijk	1	Liverpool
2023	Sadio Mane	Xabi Alonso	1	Liverpool
2023	Sami Hyypia	Steven Gerrard	1	Liverpool
2023	Sami Hyypia	Thiago Alcantara	1	Liverpool
2023	Sami Hyypia	Trent Alexander-Arnold	1	Liverpool
2023	Sami Hyypia	Virgil van Dijk	1	Liverpool
2023	Sami Hyypia	Xabi Alonso	1	Liverpool
2023	Samuel Chukwueze	Sandro Tonali	1	AC Milan
2023	Samuel Chukwueze	Simon Kjær	1	AC Milan
2023	Samuel Chukwueze	Theo Hernandez	1	AC Milan
2023	Samuel Chukwueze	Zlatan Ibrahimović	1	AC Milan
2023	Samuel Eto'o	Sergio Busquets	1	Barcelona
2023	Samuel Eto'o	Victor Valdes	1	Barcelona
2023	Samuel Eto'o	Xavi Hernandez	1	Barcelona
2023	Sandro Tonali	Simon Kjær	1	AC Milan
2023	Sandro Tonali	Theo Hernandez	1	AC Milan
2023	Sandro Tonali	Zlatan Ibrahimović	1	AC Milan
2023	Serge Gnabry	Sven Ulreich	1	Bayern Munich
2023	Serge Gnabry	Thomas Muller	2	Bayern Munich
2023	Serge Gnabry	Toni Kroos	1	Bayern Munich
2023	Sergio Busquets	Victor Valdes	1	Barcelona
2023	Sergio Busquets	Xavi Hernandez	1	Barcelona
2023	Sergio Ramos	Toni Kroos	1	Real Madrid
2023	Sergio Ramos	Vinicius Junior	1	Real Madrid
2023	Sergio Ramos	Zinedine Zidane	1	Real Madrid
2023	Simon Kjær	Theo Hernandez	1	AC Milan
2023	Simon Kjær	Zlatan Ibrahimović	1	AC Milan
2023	Stephan El Shaarawy	Tammy Abraham	1	AS Roma
2023	Steven Gerrard	Thiago Alcantara	1	Liverpool
2023	Steven Gerrard	Trent Alexander-Arnold	1	Liverpool
2023	Steven Gerrard	Virgil van Dijk	1	Liverpool
2023	Steven Gerrard	Xabi Alonso	1	Liverpool
2023	Sven Ulreich	Thomas Muller	2	Bayern Munich
2023	Sven Ulreich	Toni Kroos	1	Bayern Munich
2023	Theo Hernandez	Zlatan Ibrahimović	1	AC Milan
2023	Thiago Alcantara	Trent Alexander-Arnold	1	Liverpool
2023	Thiago Alcantara	Virgil van Dijk	1	Liverpool
2023	Thiago Alcantara	Xabi Alonso	1	Liverpool
2023	Thomas Muller	Thomas Muller	1	Bayern Munich
2023	Thomas Muller	Toni Kroos	2	Bayern Munich
2023	Tomasz Brzyski	Tomasz Jodłowiec	1	Legia Warszawa
2023	Tomasz Brzyski	Vadis Odjidja-Ofoe	1	Legia Warszawa
2023	Tomasz Brzyski	Yuri Ribeiro	1	Legia Warszawa
2023	Tomasz Jodłowiec	Vadis Odjidja-Ofoe	1	Legia Warszawa
2023	Tomasz Jodłowiec	Yuri Ribeiro	1	Legia Warszawa
2023	Toni Kroos	Vinicius Junior	1	Real Madrid
2023	Toni Kroos	Zinedine Zidane	1	Real Madrid
2023	Trent Alexander-Arnold	Virgil van Dijk	1	Liverpool
2023	Trent Alexander-Arnold	Xabi Alonso	1	Liverpool
2023	Vadis Odjidja-Ofoe	Yuri Ribeiro	1	Legia Warszawa
2023	Victor Valdes	Xavi Hernandez	1	Barcelona
2023	Vinicius Junior	Zinedine Zidane	1	Real Madrid
2023	Virgil van Dijk	Xabi Alonso	1	Liverpool
2024	Adrian San Miguel	Alexis Mac Allister	1	Liverpool
2024	Adrian San Miguel	Alisson Becker	1	Liverpool
2024	Adrian San Miguel	Andrew Robertson	1	Liverpool
2024	Adrian San Miguel	Cody Gakpo	1	Liverpool
2024	Adrian San Miguel	Daniel Agger	1	Liverpool
2024	Adrian San Miguel	Daniel Sturridge	1	Liverpool
2024	Adrian San Miguel	Darwin Nunez	1	Liverpool
2024	Adrian San Miguel	Dominik Szoboszlai	1	Liverpool
2024	Adrian San Miguel	Fabinho	1	Liverpool
2024	Adrian San Miguel	Gini Wijnaldum	1	Liverpool
2024	Adrian San Miguel	Harvey Elliott	1	Liverpool
2024	Adrian San Miguel	Ibrahima Konaté	1	Liverpool
2024	Adrian San Miguel	Joe Gomez	1	Liverpool
2024	Adrian San Miguel	Joel Matip	1	Liverpool
2024	Adrian San Miguel	Jordan Henderson	1	Liverpool
2024	Adrian San Miguel	Luis Diaz	1	Liverpool
2024	Adrian San Miguel	Mohamed Salah	1	Liverpool
2024	Adrian San Miguel	Roberto Firmino	1	Liverpool
2024	Adrian San Miguel	Sadio Mane	1	Liverpool
2024	Adrian San Miguel	Sami Hyypia	1	Liverpool
2024	Adrian San Miguel	Steven Gerrard	1	Liverpool
2024	Adrian San Miguel	Thiago Alcantara	1	Liverpool
2024	Adrian San Miguel	Trent Alexander-Arnold	1	Liverpool
2024	Adrian San Miguel	Xabi Alonso	1	Liverpool
2024	Alejandro Balde	Andres Iniesta	1	Barcelona
2024	Alejandro Balde	Carles Puyol	1	Barcelona
2024	Alejandro Balde	Dani Alves	1	Barcelona
2024	Alejandro Balde	Frenkie de Jong	1	Barcelona
2024	Alejandro Balde	Gavi	1	Barcelona
2024	Alejandro Balde	Gerard Pique	1	Barcelona
2024	Alejandro Balde	Ilkay Gundogan	1	Barcelona
2024	Alejandro Balde	Inaki Pena	1	Barcelona
2024	Alejandro Balde	Jordi Alba	1	Barcelona
2024	Alejandro Balde	Jules Kounde	1	Barcelona
2024	Alejandro Balde	Lionel Messi	1	Barcelona
2024	Alejandro Balde	Luis Suarez	1	Barcelona
2024	Alejandro Balde	Marc-Andre ter Stegen	1	Barcelona
2024	Alejandro Balde	Neymar	1	Barcelona
2024	Alejandro Balde	Pedri	1	Barcelona
2024	Alejandro Balde	Raphinha	1	Barcelona
2024	Alejandro Balde	Robert Lewandowski	1	Barcelona
2024	Alejandro Balde	Ronald Araujo	1	Barcelona
2024	Alejandro Balde	Samuel Eto'o	1	Barcelona
2024	Alejandro Balde	Sergio Busquets	1	Barcelona
2024	Alejandro Balde	Xavi Hernandez	1	Barcelona
2024	Alessandro Nesta	Andrea Pirlo	1	AC Milan
2024	Alessandro Nesta	Brahim Diaz	1	AC Milan
2024	Alessandro Nesta	Cafu	1	AC Milan
2024	Alessandro Nesta	Christian Pulisic	1	AC Milan
2024	Alessandro Nesta	Clarence Seedorf	1	AC Milan
2024	Alessandro Nesta	Davide Calabria	1	AC Milan
2024	Alessandro Nesta	Fikayo Tomori	1	AC Milan
2024	Alessandro Nesta	Filippo Inzaghi	1	AC Milan
2024	Alessandro Nesta	Gennaro Gattuso	1	AC Milan
2024	Alessandro Nesta	Gianluigi Donnarumma	1	AC Milan
2024	Alessandro Nesta	Ismael Bennacer	1	AC Milan
2024	Alessandro Nesta	Kaka	1	AC Milan
2024	Alessandro Nesta	Mike Maignan	1	AC Milan
2024	Alessandro Nesta	Olivier Giroud	1	AC Milan
2024	Alessandro Nesta	Paolo Maldini	1	AC Milan
2024	Alessandro Nesta	Rafael Leao	1	AC Milan
2024	Alessandro Nesta	Samuel Chukwueze	1	AC Milan
2024	Alessandro Nesta	Sandro Tonali	1	AC Milan
2024	Alessandro Nesta	Simon Kjær	1	AC Milan
2024	Alessandro Nesta	Theo Hernandez	1	AC Milan
2024	Alessandro Nesta	Zlatan Ibrahimović	1	AC Milan
2024	Alexis Mac Allister	Alisson Becker	1	Liverpool
2024	Alexis Mac Allister	Andrew Robertson	1	Liverpool
2024	Alexis Mac Allister	Cody Gakpo	1	Liverpool
2024	Alexis Mac Allister	Daniel Agger	1	Liverpool
2024	Alexis Mac Allister	Daniel Sturridge	1	Liverpool
2024	Alexis Mac Allister	Darwin Nunez	1	Liverpool
2024	Alexis Mac Allister	Dominik Szoboszlai	1	Liverpool
2024	Alexis Mac Allister	Fabinho	1	Liverpool
2024	Alexis Mac Allister	Gini Wijnaldum	1	Liverpool
2024	Alexis Mac Allister	Harvey Elliott	1	Liverpool
2024	Alexis Mac Allister	Ibrahima Konaté	1	Liverpool
2024	Alexis Mac Allister	Joe Gomez	1	Liverpool
2024	Alexis Mac Allister	Joel Matip	1	Liverpool
2024	Alexis Mac Allister	Jordan Henderson	1	Liverpool
2024	Alexis Mac Allister	Luis Diaz	1	Liverpool
2024	Alexis Mac Allister	Mohamed Salah	1	Liverpool
2024	Alexis Mac Allister	Roberto Firmino	1	Liverpool
2024	Alexis Mac Allister	Sadio Mane	1	Liverpool
2024	Alexis Mac Allister	Sami Hyypia	1	Liverpool
2024	Alexis Mac Allister	Steven Gerrard	1	Liverpool
2024	Alexis Mac Allister	Thiago Alcantara	1	Liverpool
2024	Alexis Mac Allister	Trent Alexander-Arnold	1	Liverpool
2024	Alexis Mac Allister	Xabi Alonso	1	Liverpool
2024	Alisson Becker	Andrew Robertson	1	Liverpool
2024	Alisson Becker	Cody Gakpo	1	Liverpool
2024	Alisson Becker	Daniel Agger	1	Liverpool
2024	Alisson Becker	Daniel Sturridge	1	Liverpool
2024	Alisson Becker	Darwin Nunez	1	Liverpool
2024	Alisson Becker	Dominik Szoboszlai	1	Liverpool
2024	Alisson Becker	Fabinho	1	Liverpool
2024	Alisson Becker	Gini Wijnaldum	1	Liverpool
2024	Alisson Becker	Harvey Elliott	1	Liverpool
2024	Alisson Becker	Ibrahima Konaté	1	Liverpool
2024	Alisson Becker	Joe Gomez	1	Liverpool
2024	Alisson Becker	Joel Matip	1	Liverpool
2024	Alisson Becker	Jordan Henderson	1	Liverpool
2024	Alisson Becker	Luis Diaz	1	Liverpool
2024	Alisson Becker	Mohamed Salah	1	Liverpool
2024	Alisson Becker	Roberto Firmino	1	Liverpool
2024	Alisson Becker	Sadio Mane	1	Liverpool
2024	Alisson Becker	Sami Hyypia	1	Liverpool
2024	Alisson Becker	Steven Gerrard	1	Liverpool
2024	Alisson Becker	Thiago Alcantara	1	Liverpool
2024	Alisson Becker	Trent Alexander-Arnold	1	Liverpool
2024	Alisson Becker	Xabi Alonso	1	Liverpool
2024	Alphonso Davies	Arjen Robben	1	Bayern Munich
2024	Alphonso Davies	Bastian Schweinsteiger	1	Bayern Munich
2024	Alphonso Davies	David Alaba	1	Bayern Munich
2024	Alphonso Davies	Dayot Upamecano	1	Bayern Munich
2024	Alphonso Davies	Eric Maxim Choupo-Moting	1	Bayern Munich
2024	Alphonso Davies	Franck Ribery	1	Bayern Munich
2024	Alphonso Davies	Harry Kane	1	Bayern Munich
2024	Alphonso Davies	Jamal Musiala	1	Bayern Munich
2024	Alphonso Davies	Jerome Boateng	1	Bayern Munich
2024	Alphonso Davies	Joshua Kimmich	1	Bayern Munich
2024	Alphonso Davies	Kingsley Coman	1	Bayern Munich
2024	Alphonso Davies	Leon Goretzka	1	Bayern Munich
2024	Alphonso Davies	Leroy Sane	1	Bayern Munich
2024	Alphonso Davies	Manuel Neuer	1	Bayern Munich
2024	Alphonso Davies	Mario Mandzukic	1	Bayern Munich
2024	Alphonso Davies	Mats Hummels	1	Bayern Munich
2024	Alphonso Davies	Matthijs de Ligt	1	Bayern Munich
2024	Alphonso Davies	Oliver Kahn	1	Bayern Munich
2024	Alphonso Davies	Philipp Lahm	1	Bayern Munich
2024	Alphonso Davies	Rafinha	1	Bayern Munich
2024	Alphonso Davies	Robert Lewandowski	1	Bayern Munich
2024	Alphonso Davies	Serge Gnabry	1	Bayern Munich
2024	Alphonso Davies	Thomas Muller	2	Bayern Munich
2024	Alphonso Davies	Toni Kroos	1	Bayern Munich
2024	Andre Onana	Anthony Martial	1	Manchester United
2024	Andre Onana	Bruno Fernandes	1	Manchester United
2024	Andre Onana	Casemiro	1	Manchester United
2024	Andre Onana	Christian Eriksen	1	Manchester United
2024	Andre Onana	Cristiano Ronaldo	1	Manchester United
2024	Andre Onana	David Beckham	1	Manchester United
2024	Andre Onana	David de Gea	1	Manchester United
2024	Andre Onana	Eric Cantona	1	Manchester United
2024	Andre Onana	Gary Neville	1	Manchester United
2024	Andre Onana	Harry Maguire	1	Manchester United
2024	Andre Onana	Lisandro Martinez	1	Manchester United
2024	Andre Onana	Luke Shaw	1	Manchester United
2024	Andre Onana	Marcus Rashford	1	Manchester United
2024	Andre Onana	Nemanja Vidic	1	Manchester United
2024	Andre Onana	Patrice Evra	1	Manchester United
2024	Andre Onana	Paul Scholes	1	Manchester United
2024	Andre Onana	Peter Schmeichel	1	Manchester United
2024	Andre Onana	Rasmus Hojlund	1	Manchester United
2024	Andre Onana	Rio Ferdinand	1	Manchester United
2024	Andre Onana	Roy Keane	1	Manchester United
2024	Andre Onana	Ruud van Nistelrooy	1	Manchester United
2024	Andre Onana	Ryan Giggs	1	Manchester United
2024	Andre Onana	Wayne Rooney	1	Manchester United
2024	Andrea Pirlo	Brahim Diaz	1	AC Milan
2024	Andrea Pirlo	Cafu	1	AC Milan
2024	Andrea Pirlo	Christian Pulisic	1	AC Milan
2024	Andrea Pirlo	Clarence Seedorf	1	AC Milan
2024	Andrea Pirlo	Davide Calabria	1	AC Milan
2024	Andrea Pirlo	Fikayo Tomori	1	AC Milan
2024	Andrea Pirlo	Filippo Inzaghi	1	AC Milan
2024	Andrea Pirlo	Gennaro Gattuso	1	AC Milan
2024	Andrea Pirlo	Gianluigi Donnarumma	1	AC Milan
2024	Andrea Pirlo	Ismael Bennacer	1	AC Milan
2024	Andrea Pirlo	Kaka	1	AC Milan
2024	Andrea Pirlo	Mike Maignan	1	AC Milan
2024	Andrea Pirlo	Olivier Giroud	1	AC Milan
2024	Andrea Pirlo	Paolo Maldini	1	AC Milan
2024	Andrea Pirlo	Rafael Leao	1	AC Milan
2024	Andrea Pirlo	Samuel Chukwueze	1	AC Milan
2024	Andrea Pirlo	Sandro Tonali	1	AC Milan
2024	Andrea Pirlo	Simon Kjær	1	AC Milan
2024	Andrea Pirlo	Theo Hernandez	1	AC Milan
2024	Andrea Pirlo	Zlatan Ibrahimović	1	AC Milan
2024	Andres Iniesta	Carles Puyol	1	Barcelona
2024	Andres Iniesta	Dani Alves	1	Barcelona
2024	Andres Iniesta	Frenkie de Jong	1	Barcelona
2024	Andres Iniesta	Gavi	1	Barcelona
2024	Andres Iniesta	Gerard Pique	1	Barcelona
2024	Andres Iniesta	Ilkay Gundogan	1	Barcelona
2024	Andres Iniesta	Inaki Pena	1	Barcelona
2024	Andres Iniesta	Jordi Alba	1	Barcelona
2024	Andres Iniesta	Jules Kounde	1	Barcelona
2024	Andres Iniesta	Lionel Messi	1	Barcelona
2024	Andres Iniesta	Luis Suarez	1	Barcelona
2024	Andres Iniesta	Marc-Andre ter Stegen	1	Barcelona
2024	Andres Iniesta	Neymar	1	Barcelona
2024	Andres Iniesta	Pedri	1	Barcelona
2024	Andres Iniesta	Raphinha	1	Barcelona
2024	Andres Iniesta	Robert Lewandowski	1	Barcelona
2024	Andres Iniesta	Ronald Araujo	1	Barcelona
2024	Andres Iniesta	Samuel Eto'o	1	Barcelona
2024	Andres Iniesta	Sergio Busquets	1	Barcelona
2024	Andres Iniesta	Xavi Hernandez	1	Barcelona
2024	Andrew Robertson	Cody Gakpo	1	Liverpool
2024	Andrew Robertson	Daniel Agger	1	Liverpool
2024	Andrew Robertson	Daniel Sturridge	1	Liverpool
2024	Andrew Robertson	Darwin Nunez	1	Liverpool
2024	Andrew Robertson	Dominik Szoboszlai	1	Liverpool
2024	Andrew Robertson	Fabinho	1	Liverpool
2024	Andrew Robertson	Gini Wijnaldum	1	Liverpool
2024	Andrew Robertson	Harvey Elliott	1	Liverpool
2024	Andrew Robertson	Ibrahima Konaté	1	Liverpool
2024	Andrew Robertson	Joe Gomez	1	Liverpool
2024	Andrew Robertson	Joel Matip	1	Liverpool
2024	Andrew Robertson	Jordan Henderson	1	Liverpool
2024	Andrew Robertson	Luis Diaz	1	Liverpool
2024	Andrew Robertson	Mohamed Salah	1	Liverpool
2024	Andrew Robertson	Roberto Firmino	1	Liverpool
2024	Andrew Robertson	Sadio Mane	1	Liverpool
2024	Andrew Robertson	Sami Hyypia	1	Liverpool
2024	Andrew Robertson	Steven Gerrard	1	Liverpool
2024	Andrew Robertson	Thiago Alcantara	1	Liverpool
2024	Andrew Robertson	Trent Alexander-Arnold	1	Liverpool
2024	Andrew Robertson	Xabi Alonso	1	Liverpool
2024	Anthony Martial	Bruno Fernandes	1	Manchester United
2024	Anthony Martial	Casemiro	1	Manchester United
2024	Anthony Martial	Christian Eriksen	1	Manchester United
2024	Anthony Martial	Cristiano Ronaldo	1	Manchester United
2024	Anthony Martial	David Beckham	1	Manchester United
2024	Anthony Martial	David de Gea	1	Manchester United
2024	Anthony Martial	Eric Cantona	1	Manchester United
2024	Anthony Martial	Gary Neville	1	Manchester United
2024	Anthony Martial	Harry Maguire	1	Manchester United
2024	Anthony Martial	Lisandro Martinez	1	Manchester United
2024	Anthony Martial	Luke Shaw	1	Manchester United
2024	Anthony Martial	Marcus Rashford	1	Manchester United
2024	Anthony Martial	Nemanja Vidic	1	Manchester United
2024	Anthony Martial	Patrice Evra	1	Manchester United
2024	Anthony Martial	Paul Scholes	1	Manchester United
2024	Anthony Martial	Peter Schmeichel	1	Manchester United
2024	Anthony Martial	Rasmus Hojlund	1	Manchester United
2024	Anthony Martial	Rio Ferdinand	1	Manchester United
2024	Anthony Martial	Roy Keane	1	Manchester United
2024	Anthony Martial	Ruud van Nistelrooy	1	Manchester United
2024	Anthony Martial	Ryan Giggs	1	Manchester United
2024	Anthony Martial	Wayne Rooney	1	Manchester United
2024	Antonio Rudiger	Casemiro	1	Real Madrid
2024	Antonio Rudiger	Claude Makelele	1	Real Madrid
2024	Antonio Rudiger	Cristiano Ronaldo	1	Real Madrid
2024	Antonio Rudiger	Dani Carvajal	1	Real Madrid
2024	Antonio Rudiger	David Alaba	1	Real Madrid
2024	Antonio Rudiger	Eduardo Camavinga	1	Real Madrid
2024	Antonio Rudiger	Federico Valverde	1	Real Madrid
2024	Antonio Rudiger	Ferland Mendy	1	Real Madrid
2024	Antonio Rudiger	Gareth Bale	1	Real Madrid
2024	Antonio Rudiger	Iker Casillas	1	Real Madrid
2024	Antonio Rudiger	Jude Bellingham	1	Real Madrid
2024	Antonio Rudiger	Karim Benzema	1	Real Madrid
2024	Antonio Rudiger	Keylor Navas	1	Real Madrid
2024	Antonio Rudiger	Kylian Mbappe	1	Real Madrid
2024	Antonio Rudiger	Luka Modric	1	Real Madrid
2024	Antonio Rudiger	Marcelo	1	Real Madrid
2024	Antonio Rudiger	Raphael Varane	1	Real Madrid
2024	Antonio Rudiger	Raul	1	Real Madrid
2024	Antonio Rudiger	Rodrygo	1	Real Madrid
2024	Antonio Rudiger	Sergio Ramos	1	Real Madrid
2024	Antonio Rudiger	Thibaut Courtois	1	Real Madrid
2024	Antonio Rudiger	Toni Kroos	1	Real Madrid
2024	Antonio Rudiger	Vinicius Junior	1	Real Madrid
2024	Antonio Rudiger	Zinedine Zidane	1	Real Madrid
2024	Arjen Robben	Bastian Schweinsteiger	1	Bayern Munich
2024	Arjen Robben	David Alaba	1	Bayern Munich
2024	Arjen Robben	Dayot Upamecano	1	Bayern Munich
2024	Arjen Robben	Eric Maxim Choupo-Moting	1	Bayern Munich
2024	Arjen Robben	Franck Ribery	1	Bayern Munich
2024	Arjen Robben	Harry Kane	1	Bayern Munich
2024	Arjen Robben	Jamal Musiala	1	Bayern Munich
2024	Arjen Robben	Jerome Boateng	1	Bayern Munich
2024	Arjen Robben	Joshua Kimmich	1	Bayern Munich
2024	Arjen Robben	Kingsley Coman	1	Bayern Munich
2024	Arjen Robben	Leon Goretzka	1	Bayern Munich
2024	Arjen Robben	Leroy Sane	1	Bayern Munich
2024	Arjen Robben	Manuel Neuer	1	Bayern Munich
2024	Arjen Robben	Mario Mandzukic	1	Bayern Munich
2024	Arjen Robben	Mats Hummels	1	Bayern Munich
2024	Arjen Robben	Matthijs de Ligt	1	Bayern Munich
2024	Arjen Robben	Oliver Kahn	1	Bayern Munich
2024	Arjen Robben	Philipp Lahm	1	Bayern Munich
2024	Arjen Robben	Rafinha	1	Bayern Munich
2024	Arjen Robben	Robert Lewandowski	1	Bayern Munich
2024	Arjen Robben	Serge Gnabry	1	Bayern Munich
2024	Arjen Robben	Thomas Muller	2	Bayern Munich
2024	Arjen Robben	Toni Kroos	1	Bayern Munich
2024	Artur Jędrzejczyk	Bartosz Bereszyński	1	Legia Warszawa
2024	Artur Jędrzejczyk	Bartosz Kapustka	1	Legia Warszawa
2024	Artur Jędrzejczyk	Blaz Kramer	1	Legia Warszawa
2024	Artur Jędrzejczyk	Carlitos	1	Legia Warszawa
2024	Artur Jędrzejczyk	Ernest Muçi	1	Legia Warszawa
2024	Artur Jędrzejczyk	Jakub Rzeźniczak	1	Legia Warszawa
2024	Artur Jędrzejczyk	Josue	1	Legia Warszawa
2024	Artur Jędrzejczyk	Kacper Tobiasz	1	Legia Warszawa
2024	Artur Jędrzejczyk	Krzysztof Mączyński	1	Legia Warszawa
2024	Artur Jędrzejczyk	Luquinhas	1	Legia Warszawa
2024	Artur Jędrzejczyk	Maik Nawrocki	1	Legia Warszawa
2024	Artur Jędrzejczyk	Marc Gual	1	Legia Warszawa
2024	Artur Jędrzejczyk	Michał Pazdan	1	Legia Warszawa
2024	Artur Jędrzejczyk	Miroslav Radović	1	Legia Warszawa
2024	Artur Jędrzejczyk	Nemanja Nikolić	1	Legia Warszawa
2024	Artur Jędrzejczyk	Radosław Cierzniak	1	Legia Warszawa
2024	Artur Jędrzejczyk	Tomasz Brzyski	1	Legia Warszawa
2024	Artur Jędrzejczyk	Tomasz Jodłowiec	1	Legia Warszawa
2024	Artur Jędrzejczyk	Vadis Odjidja-Ofoe	1	Legia Warszawa
2024	Artur Jędrzejczyk	Yuri Ribeiro	1	Legia Warszawa
2024	Bartosz Bereszyński	Bartosz Kapustka	1	Legia Warszawa
2024	Bartosz Bereszyński	Blaz Kramer	1	Legia Warszawa
2024	Bartosz Bereszyński	Carlitos	1	Legia Warszawa
2024	Bartosz Bereszyński	Ernest Muçi	1	Legia Warszawa
2024	Bartosz Bereszyński	Jakub Rzeźniczak	1	Legia Warszawa
2024	Bartosz Bereszyński	Josue	1	Legia Warszawa
2024	Bartosz Bereszyński	Kacper Tobiasz	1	Legia Warszawa
2024	Bartosz Bereszyński	Krzysztof Mączyński	1	Legia Warszawa
2024	Bartosz Bereszyński	Luquinhas	1	Legia Warszawa
2024	Bartosz Bereszyński	Maik Nawrocki	1	Legia Warszawa
2024	Bartosz Bereszyński	Marc Gual	1	Legia Warszawa
2024	Bartosz Bereszyński	Michał Pazdan	1	Legia Warszawa
2024	Bartosz Bereszyński	Miroslav Radović	1	Legia Warszawa
2024	Bartosz Bereszyński	Nemanja Nikolić	1	Legia Warszawa
2024	Bartosz Bereszyński	Radosław Cierzniak	1	Legia Warszawa
2024	Bartosz Bereszyński	Tomasz Brzyski	1	Legia Warszawa
2024	Bartosz Bereszyński	Tomasz Jodłowiec	1	Legia Warszawa
2024	Bartosz Bereszyński	Vadis Odjidja-Ofoe	1	Legia Warszawa
2024	Bartosz Bereszyński	Yuri Ribeiro	1	Legia Warszawa
2024	Bartosz Kapustka	Blaz Kramer	1	Legia Warszawa
2024	Bartosz Kapustka	Carlitos	1	Legia Warszawa
2024	Bartosz Kapustka	Ernest Muçi	1	Legia Warszawa
2024	Bartosz Kapustka	Jakub Rzeźniczak	1	Legia Warszawa
2024	Bartosz Kapustka	Josue	1	Legia Warszawa
2024	Bartosz Kapustka	Kacper Tobiasz	1	Legia Warszawa
2024	Bartosz Kapustka	Krzysztof Mączyński	1	Legia Warszawa
2024	Bartosz Kapustka	Luquinhas	1	Legia Warszawa
2024	Bartosz Kapustka	Maik Nawrocki	1	Legia Warszawa
2024	Bartosz Kapustka	Marc Gual	1	Legia Warszawa
2024	Bartosz Kapustka	Michał Pazdan	1	Legia Warszawa
2024	Bartosz Kapustka	Miroslav Radović	1	Legia Warszawa
2024	Bartosz Kapustka	Nemanja Nikolić	1	Legia Warszawa
2024	Bartosz Kapustka	Radosław Cierzniak	1	Legia Warszawa
2024	Bartosz Kapustka	Tomasz Brzyski	1	Legia Warszawa
2024	Bartosz Kapustka	Tomasz Jodłowiec	1	Legia Warszawa
2024	Bartosz Kapustka	Vadis Odjidja-Ofoe	1	Legia Warszawa
2024	Bartosz Kapustka	Yuri Ribeiro	1	Legia Warszawa
2024	Bastian Schweinsteiger	David Alaba	1	Bayern Munich
2024	Bastian Schweinsteiger	Dayot Upamecano	1	Bayern Munich
2024	Bastian Schweinsteiger	Eric Maxim Choupo-Moting	1	Bayern Munich
2024	Bastian Schweinsteiger	Franck Ribery	1	Bayern Munich
2024	Bastian Schweinsteiger	Harry Kane	1	Bayern Munich
2024	Bastian Schweinsteiger	Jamal Musiala	1	Bayern Munich
2024	Bastian Schweinsteiger	Jerome Boateng	1	Bayern Munich
2024	Bastian Schweinsteiger	Joshua Kimmich	1	Bayern Munich
2024	Bastian Schweinsteiger	Kingsley Coman	1	Bayern Munich
2024	Bastian Schweinsteiger	Leon Goretzka	1	Bayern Munich
2024	Bastian Schweinsteiger	Leroy Sane	1	Bayern Munich
2024	Bastian Schweinsteiger	Manuel Neuer	1	Bayern Munich
2024	Bastian Schweinsteiger	Mario Mandzukic	1	Bayern Munich
2024	Bastian Schweinsteiger	Mats Hummels	1	Bayern Munich
2024	Bastian Schweinsteiger	Matthijs de Ligt	1	Bayern Munich
2024	Bastian Schweinsteiger	Oliver Kahn	1	Bayern Munich
2024	Bastian Schweinsteiger	Philipp Lahm	1	Bayern Munich
2024	Bastian Schweinsteiger	Rafinha	1	Bayern Munich
2024	Bastian Schweinsteiger	Robert Lewandowski	1	Bayern Munich
2024	Bastian Schweinsteiger	Serge Gnabry	1	Bayern Munich
2024	Bastian Schweinsteiger	Thomas Muller	2	Bayern Munich
