# Player co-occurrence graph for 2015
# Format: player1	player2	weight	team
Carles Puyol	Frenkie de Jong	1	Barcelona
Carles Puyol	Gavi	1	Barcelona
Carles Puyol	Gerard Pique	1	Barcelona
Carles Puyol	Ilkay Gundogan	1	Barcelona
Carles Puyol	Inaki Pena	1	Barcelona
Carles Puyol	Jordi Alba	1	Barcelona
Carles Puyol	Jules Kounde	1	Barcelona
Carles Puyol	Lamine Yamal	1	Barcelona
Carles Puyol	Lionel Messi	1	Barcelona
Carles Puyol	Luis Suarez	1	Barcelona
Carles Puyol	Marc-Andre ter Stegen	1	Barcelona
Carles Puyol	Neymar	1	Barcelona
Carles Puyol	Pedri	1	Barcelona
Carles Puyol	Raphinha	1	Barcelona
Carles Puyol	Robert Lewandowski	1	Barcelona
Carles Puyol	Ronald Araujo	1	Barcelona
Carles Puyol	Samuel Eto'o	1	Barcelona
Carles Puyol	Sergio Busquets	1	Barcelona
Carles Puyol	Victor Valdes	1	Barcelona
Carles Puyol	Xavi Hernandez	1	Barcelona
Dani Alves	Frenkie de Jong	1	Barcelona
Dani Alves	Gavi	1	Barcelona
Dani Alves	Gerard Pique	1	Barcelona
Dani Alves	Ilkay Gundogan	1	Barcelona
Dani Alves	Inaki Pena	1	Barcelona
Dani Alves	Jordi Alba	1	Barcelona
Dani Alves	Jules Kounde	1	Barcelona
Dani Alves	Lamine Yamal	1	Barcelona
Dani Alves	Lionel Messi	1	Barcelona
Dani Alves	Luis Suarez	1	Barcelona
Dani Alves	Marc-Andre ter Stegen	1	Barcelona
Dani Alves	Neymar	1	Barcelona
Dani Alves	Pedri	1	Barcelona
Dani Alves	Raphinha	1	Barcelona
Dani Alves	Robert Lewandowski	1	Barcelona
Dani Alves	Ronald Araujo	1	Barcelona
Dani Alves	Samuel Eto'o	1	Barcelona
Dani Alves	Sergio Busquets	1	Barcelona
Dani Alves	Victor Valdes	1	Barcelona
Dani Alves	Xavi Hernandez	1	Barcelona
Frenkie de Jong	Gavi	1	Barcelona
Frenkie de Jong	Gerard Pique	1	Barcelona
Frenkie de Jong	Ilkay Gundogan	1	Barcelona
Frenkie de Jong	Inaki Pena	1	Barcelona
Frenkie de Jong	Jordi Alba	1	Barcelona
Frenkie de Jong	Jules Kounde	1	Barcelona
Frenkie de Jong	Lamine Yamal	1	Barcelona
Frenkie de Jong	Lionel Messi	1	Barcelona
Frenkie de Jong	Luis Suarez	1	Barcelona
Frenkie de Jong	Marc-Andre ter Stegen	1	Barcelona
Frenkie de Jong	Neymar	1	Barcelona
Frenkie de Jong	Pedri	1	Barcelona
Frenkie de Jong	Raphinha	1	Barcelona
Frenkie de Jong	Robert Lewandowski	1	Barcelona
Frenkie de Jong	Ronald Araujo	1	Barcelona
Frenkie de Jong	Samuel Eto'o	1	Barcelona
Frenkie de Jong	Sergio Busquets	1	Barcelona
Frenkie de Jong	Victor Valdes	1	Barcelona
Frenkie de Jong	Xavi Hernandez	1	Barcelona
Gavi	Gerard Pique	1	Barcelona
Gavi	Ilkay Gundogan	1	Barcelona
Gavi	Inaki Pena	1	Barcelona
Gavi	Jordi Alba	1	Barcelona
Gavi	Jules Kounde	1	Barcelona
Gavi	Lamine Yamal	1	Barcelona
Gavi	Lionel Messi	1	Barcelona
Gavi	Luis Suarez	1	Barcelona
Gavi	Marc-Andre ter Stegen	1	Barcelona
Gavi	Neymar	1	Barcelona
Gavi	Pedri	1	Barcelona
Gavi	Raphinha	1	Barcelona
Gavi	Robert Lewandowski	1	Barcelona
Gavi	Ronald Araujo	1	Barcelona
Gavi	Samuel Eto'o	1	Barcelona
Gavi	Sergio Busquets	1	Barcelona
Gavi	Victor Valdes	1	Barcelona
Gavi	Xavi Hernandez	1	Barcelona
Gerard Pique	Ilkay Gundogan	1	Barcelona
Gerard Pique	Inaki Pena	1	Barcelona
Gerard Pique	Jordi Alba	1	Barcelona
Gerard Pique	Jules Kounde	1	Barcelona
Gerard Pique	Lamine Yamal	1	Barcelona
Gerard Pique	Lionel Messi	1	Barcelona
Gerard Pique	Luis Suarez	1	Barcelona
Gerard Pique	Marc-Andre ter Stegen	1	Barcelona
Gerard Pique	Neymar	1	Barcelona
Gerard Pique	Pedri	1	Barcelona
Gerard Pique	Raphinha	1	Barcelona
Gerard Pique	Robert Lewandowski	1	Barcelona
Gerard Pique	Ronald Araujo	1	Barcelona
Gerard Pique	Samuel Eto'o	1	Barcelona
Gerard Pique	Sergio Busquets	1	Barcelona
Gerard Pique	Victor Valdes	1	Barcelona
Gerard Pique	Xavi Hernandez	1	Barcelona
Ilkay Gundogan	Inaki Pena	1	Barcelona
Ilkay Gundogan	Jordi Alba	1	Barcelona
Ilkay Gundogan	Jules Kounde	1	Barcelona
Ilkay Gundogan	Lamine Yamal	1	Barcelona
Ilkay Gundogan	Lionel Messi	1	Barcelona
Ilkay Gundogan	Luis Suarez	1	Barcelona
Ilkay Gundogan	Marc-Andre ter Stegen	1	Barcelona
Ilkay Gundogan	Neymar	1	Barcelona
Ilkay Gundogan	Pedri	1	Barcelona
Ilkay Gundogan	Raphinha	1	Barcelona
Ilkay Gundogan	Robert Lewandowski	1	Barcelona
Ilkay Gundogan	Ronald Araujo	1	Barcelona
Ilkay Gundogan	Samuel Eto'o	1	Barcelona
Ilkay Gundogan	Sergio Busquets	1	Barcelona
Ilkay Gundogan	Victor Valdes	1	Barcelona
Ilkay Gundogan	Xavi Hernandez	1	Barcelona
Inaki Pena	Jordi Alba	1	Barcelona
Inaki Pena	Jules Kounde	1	Barcelona
Inaki Pena	Lamine Yamal	1	Barcelona
Inaki Pena	Lionel Messi	1	Barcelona
Inaki Pena	Luis Suarez	1	Barcelona
Inaki Pena	Marc-Andre ter Stegen	1	Barcelona
Inaki Pena	Neymar	1	Barcelona
Inaki Pena	Pedri	1	Barcelona
Inaki Pena	Raphinha	1	Barcelona
Inaki Pena	Robert Lewandowski	1	Barcelona
Inaki Pena	Ronald Araujo	1	Barcelona
Inaki Pena	Samuel Eto'o	1	Barcelona
Inaki Pena	Sergio Busquets	1	Barcelona
Inaki Pena	Victor Valdes	1	Barcelona
Inaki Pena	Xavi Hernandez	1	Barcelona
Jordi Alba	Jules Kounde	1	Barcelona
Jordi Alba	Lamine Yamal	1	Barcelona
Jordi Alba	Lionel Messi	1	Barcelona
Jordi Alba	Luis Suarez	1	Barcelona
Jordi Alba	Marc-Andre ter Stegen	1	Barcelona
Jordi Alba	Neymar	1	Barcelona
Jordi Alba	Pedri	1	Barcelona
Jordi Alba	Raphinha	1	Barcelona
Jordi Alba	Robert Lewandowski	1	Barcelona
Jordi Alba	Ronald Araujo	1	Barcelona
Jordi Alba	Samuel Eto'o	1	Barcelona
Jordi Alba	Sergio Busquets	1	Barcelona
Jordi Alba	Victor Valdes	1	Barcelona
Jordi Alba	Xavi Hernandez	1	Barcelona
Jules Kounde	Lamine Yamal	1	Barcelona
Jules Kounde	Lionel Messi	1	Barcelona
Jules Kounde	Luis Suarez	1	Barcelona
Jules Kounde	Marc-Andre ter Stegen	1	Barcelona
Jules Kounde	Neymar	1	Barcelona
Jules Kounde	Pedri	1	Barcelona
Jules Kounde	Raphinha	1	Barcelona
Jules Kounde	Robert Lewandowski	1	Barcelona
Jules Kounde	Ronald Araujo	1	Barcelona
Jules Kounde	Samuel Eto'o	1	Barcelona
Jules Kounde	Sergio Busquets	1	Barcelona
Jules Kounde	Victor Valdes	1	Barcelona
Jules Kounde	Xavi Hernandez	1	Barcelona
Lamine Yamal	Lionel Messi	1	Barcelona
Lamine Yamal	Luis Suarez	1	Barcelona
Lamine Yamal	Marc-Andre ter Stegen	1	Barcelona
Lamine Yamal	Neymar	1	Barcelona
Lamine Yamal	Pedri	1	Barcelona
Lamine Yamal	Raphinha	1	Barcelona
Lamine Yamal	Robert Lewandowski	1	Barcelona
Lamine Yamal	Ronald Araujo	1	Barcelona
Lamine Yamal	Samuel Eto'o	1	Barcelona
Lamine Yamal	Sergio Busquets	1	Barcelona
Lamine Yamal	Victor Valdes	1	Barcelona
Lamine Yamal	Xavi Hernandez	1	Barcelona
Lionel Messi	Luis Suarez	1	Barcelona
Lionel Messi	Marc-Andre ter Stegen	1	Barcelona
Lionel Messi	Neymar	1	Barcelona
Lionel Messi	Pedri	1	Barcelona
Lionel Messi	Raphinha	1	Barcelona
Lionel Messi	Robert Lewandowski	1	Barcelona
Lionel Messi	Ronald Araujo	1	Barcelona
Lionel Messi	Samuel Eto'o	1	Barcelona
Lionel Messi	Sergio Busquets	1	Barcelona
Lionel Messi	Victor Valdes	1	Barcelona
Lionel Messi	Xavi Hernandez	1	Barcelona
Luis Suarez	Marc-Andre ter Stegen	1	Barcelona
Luis Suarez	Neymar	1	Barcelona
Luis Suarez	Pedri	1	Barcelona
Luis Suarez	Raphinha	1	Barcelona
Luis Suarez	Robert Lewandowski	1	Barcelona
Luis Suarez	Ronald Araujo	1	Barcelona
Luis Suarez	Samuel Eto'o	1	Barcelona
Luis Suarez	Sergio Busquets	1	Barcelona
Luis Suarez	Victor Valdes	1	Barcelona
Luis Suarez	Xavi Hernandez	1	Barcelona
Marc-Andre ter Stegen	Neymar	1	Barcelona
Marc-Andre ter Stegen	Pedri	1	Barcelona
Marc-Andre ter Stegen	Raphinha	1	Barcelona
Marc-Andre ter Stegen	Robert Lewandowski	1	Barcelona
Marc-Andre ter Stegen	Ronald Araujo	1	Barcelona
Marc-Andre ter Stegen	Samuel Eto'o	1	Barcelona
Marc-Andre ter Stegen	Sergio Busquets	1	Barcelona
Marc-Andre ter Stegen	Victor Valdes	1	Barcelona
Marc-Andre ter Stegen	Xavi Hernandez	1	Barcelona
Neymar	Pedri	1	Barcelona
Neymar	Raphinha	1	Barcelona
Neymar	Robert Lewandowski	1	Barcelona
Neymar	Ronald Araujo	1	Barcelona
Neymar	Samuel Eto'o	1	Barcelona
Neymar	Sergio Busquets	1	Barcelona
Neymar	Victor Valdes	1	Barcelona
Neymar	Xavi Hernandez	1	Barcelona
Pedri	Raphinha	1	Barcelona
Pedri	Robert Lewandowski	1	Barcelona
Pedri	Ronald Araujo	1	Barcelona
Pedri	Samuel Eto'o	1	Barcelona
Pedri	Sergio Busquets	1	Barcelona
Pedri	Victor Valdes	1	Barcelona
Pedri	Xavi Hernandez	1	Barcelona
Raphinha	Robert Lewandowski	1	Barcelona
Raphinha	Ronald Araujo	1	Barcelona
Raphinha	Samuel Eto'o	1	Barcelona
Raphinha	Sergio Busquets	1	Barcelona
Raphinha	Victor Valdes	1	Barcelona
Raphinha	Xavi Hernandez	1	Barcelona
Robert Lewandowski	Ronald Araujo	1	Barcelona
Robert Lewandowski	Samuel Eto'o	1	Barcelona
Robert Lewandowski	Sergio Busquets	1	Barcelona
Robert Lewandowski	Victor Valdes	1	Barcelona
Robert Lewandowski	Xavi Hernandez	1	Barcelona
Ronald Araujo	Samuel Eto'o	1	Barcelona
Ronald Araujo	Sergio Busquets	1	Barcelona
Ronald Araujo	Victor Valdes	1	Barcelona
Ronald Araujo	Xavi Hernandez	1	Barcelona
Samuel Eto'o	Sergio Busquets	1	Barcelona
Samuel Eto'o	Victor Valdes	1	Barcelona
Samuel Eto'o	Xavi Hernandez	1	Barcelona
Sergio Busquets	Victor Valdes	1	Barcelona
Sergio Busquets	Xavi Hernandez	1	Barcelona
Victor Valdes	Xavi Hernandez	1	Barcelona
Andre Onana	Anthony Martial	1	Manchester United
Andre Onana	Bruno Fernandes	1	Manchester United
Andre Onana	Casemiro	1	Manchester United
Andre Onana	Christian Eriksen	1	Manchester United
Andre Onana	Cristiano Ronaldo	1	Manchester United
Andre Onana	David Beckham	1	Manchester United
Andre Onana	David de Gea	1	Manchester United
Andre Onana	Eric Cantona	1	Manchester United
Andre Onana	Gary Neville	1	Manchester United
Andre Onana	Harry Maguire	1	Manchester United
Andre Onana	Lisandro Martinez	1	Manchester United
Andre Onana	Luke Shaw	1	Manchester United
Andre Onana	Nemanja Vidic	1	Manchester United
Andre Onana	Patrice Evra	1	Manchester United
Andre Onana	Paul Scholes	1	Manchester United
Andre Onana	Peter Schmeichel	1	Manchester United
Andre Onana	Rio Ferdinand	1	Manchester United
Andre Onana	Roy Keane	1	Manchester United
Andre Onana	Ruud van Nistelrooy	1	Manchester United
Andre Onana	Ryan Giggs	1	Manchester United
Andre Onana	Wayne Rooney	1	Manchester United
Anthony Martial	Bruno Fernandes	1	Manchester United
Anthony Martial	Casemiro	1	Manchester United
Anthony Martial	Christian Eriksen	1	Manchester United
Anthony Martial	Cristiano Ronaldo	1	Manchester United
Anthony Martial	David Beckham	1	Manchester United
Anthony Martial	David de Gea	1	Manchester United
Anthony Martial	Eric Cantona	1	Manchester United
Anthony Martial	Gary Neville	1	Manchester United
Anthony Martial	Harry Maguire	1	Manchester United
Anthony Martial	Lisandro Martinez	1	Manchester United
Anthony Martial	Luke Shaw	1	Manchester United
Anthony Martial	Nemanja Vidic	1	Manchester United
Anthony Martial	Patrice Evra	1	Manchester United
Anthony Martial	Paul Scholes	1	Manchester United
Anthony Martial	Peter Schmeichel	1	Manchester United
Anthony Martial	Rio Ferdinand	1	Manchester United
Anthony Martial	Roy Keane	1	Manchester United
Anthony Martial	Ruud van Nistelrooy	1	Manchester United
Anthony Martial	Ryan Giggs	1	Manchester United
Anthony Martial	Wayne Rooney	1	Manchester United
Bruno Fernandes	Casemiro	1	Manchester United
Bruno Fernandes	Christian Eriksen	1	Manchester United
Bruno Fernandes	Cristiano Ronaldo	1	Manchester United
Bruno Fernandes	David Beckham	1	Manchester United
Bruno Fernandes	David de Gea	1	Manchester United
Bruno Fernandes	Eric Cantona	1	Manchester United
Bruno Fernandes	Gary Neville	1	Manchester United
Bruno Fernandes	Harry Maguire	1	Manchester United
Bruno Fernandes	Lisandro Martinez	1	Manchester United
Bruno Fernandes	Luke Shaw	1	Manchester United
Bruno Fernandes	Nemanja Vidic	1	Manchester United
Bruno Fernandes	Patrice Evra	1	Manchester United
Bruno Fernandes	Paul Scholes	1	Manchester United
Bruno Fernandes	Peter Schmeichel	1	Manchester United
Bruno Fernandes	Rio Ferdinand	1	Manchester United
Bruno Fernandes	Roy Keane	1	Manchester United
Bruno Fernandes	Ruud van Nistelrooy	1	Manchester United
Bruno Fernandes	Ryan Giggs	1	Manchester United
Bruno Fernandes	Wayne Rooney	1	Manchester United
Casemiro	Christian Eriksen	1	Manchester United
Casemiro	David Beckham	1	Manchester United
Casemiro	David de Gea	1	Manchester United
Casemiro	Eric Cantona	1	Manchester United
Casemiro	Gary Neville	1	Manchester United
Casemiro	Harry Maguire	1	Manchester United
Casemiro	Lisandro Martinez	1	Manchester United
Casemiro	Luke Shaw	1	Manchester United
Casemiro	Nemanja Vidic	1	Manchester United
Casemiro	Patrice Evra	1	Manchester United
Casemiro	Paul Scholes	1	Manchester United
Casemiro	Peter Schmeichel	1	Manchester United
Casemiro	Rio Ferdinand	1	Manchester United
Casemiro	Roy Keane	1	Manchester United
Casemiro	Ruud van Nistelrooy	1	Manchester United
Casemiro	Ryan Giggs	1	Manchester United
Casemiro	Wayne Rooney	1	Manchester United
Christian Eriksen	Cristiano Ronaldo	1	Manchester United
Christian Eriksen	David Beckham	1	Manchester United
Christian Eriksen	David de Gea	1	Manchester United
Christian Eriksen	Eric Cantona	1	Manchester United
Christian Eriksen	Gary Neville	1	Manchester United
Christian Eriksen	Harry Maguire	1	Manchester United
Christian Eriksen	Lisandro Martinez	1	Manchester United
Christian Eriksen	Luke Shaw	1	Manchester United
Christian Eriksen	Nemanja Vidic	1	Manchester United
Christian Eriksen	Patrice Evra	1	Manchester United
Christian Eriksen	Paul Scholes	1	Manchester United
Christian Eriksen	Peter Schmeichel	1	Manchester United
Christian Eriksen	Rio Ferdinand	1	Manchester United
Christian Eriksen	Roy Keane	1	Manchester United
Christian Eriksen	Ruud van Nistelrooy	1	Manchester United
Christian Eriksen	Ryan Giggs	1	Manchester United
Christian Eriksen	Wayne Rooney	1	Manchester United
Cristiano Ronaldo	David Beckham	1	Manchester United
Cristiano Ronaldo	David de Gea	1	Manchester United
Cristiano Ronaldo	Eric Cantona	1	Manchester United
Cristiano Ronaldo	Gary Neville	1	Manchester United
Cristiano Ronaldo	Harry Maguire	1	Manchester United
Cristiano Ronaldo	Lisandro Martinez	1	Manchester United
Cristiano Ronaldo	Luke Shaw	1	Manchester United
Cristiano Ronaldo	Nemanja Vidic	1	Manchester United
Cristiano Ronaldo	Patrice Evra	1	Manchester United
Cristiano Ronaldo	Paul Scholes	1	Manchester United
Cristiano Ronaldo	Peter Schmeichel	1	Manchester United
Cristiano Ronaldo	Rio Ferdinand	1	Manchester United
Cristiano Ronaldo	Roy Keane	1	Manchester United
Cristiano Ronaldo	Ruud van Nistelrooy	1	Manchester United
Cristiano Ronaldo	Ryan Giggs	1	Manchester United
Cristiano Ronaldo	Wayne Rooney	1	Manchester United
David Beckham	David de Gea	1	Manchester United
David Beckham	Eric Cantona	1	Manchester United
David Beckham	Gary Neville	1	Manchester United
David Beckham	Harry Maguire	1	Manchester United
David Beckham	Lisandro Martinez	1	Manchester United
David Beckham	Luke Shaw	1	Manchester United
David Beckham	Nemanja Vidic	1	Manchester United
David Beckham	Patrice Evra	1	Manchester United
David Beckham	Paul Scholes	1	Manchester United
David Beckham	Peter Schmeichel	1	Manchester United
David Beckham	Rio Ferdinand	1	Manchester United
David Beckham	Roy Keane	1	Manchester United
David Beckham	Ruud van Nistelrooy	1	Manchester United
David Beckham	Ryan Giggs	1	Manchester United
David Beckham	Wayne Rooney	1	Manchester United
David de Gea	Eric Cantona	1	Manchester United
David de Gea	Gary Neville	1	Manchester United
David de Gea	Harry Maguire	1	Manchester United
David de Gea	Lisandro Martinez	1	Manchester United
David de Gea	Luke Shaw	1	Manchester United
David de Gea	Nemanja Vidic	1	Manchester United
David de Gea	Patrice Evra	1	Manchester United
David de Gea	Paul Scholes	1	Manchester United
David de Gea	Peter Schmeichel	1	Manchester United
David de Gea	Rio Ferdinand	1	Manchester United
David de Gea	Roy Keane	1	Manchester United
David de Gea	Ruud van Nistelrooy	1	Manchester United
David de Gea	Ryan Giggs	1	Manchester United
David de Gea	Wayne Rooney	1	Manchester United
Eric Cantona	Gary Neville	1	Manchester United
Eric Cantona	Harry Maguire	1	Manchester United
Eric Cantona	Lisandro Martinez	1	Manchester United
Eric Cantona	Luke Shaw	1	Manchester United
Eric Cantona	Nemanja Vidic	1	Manchester United
Eric Cantona	Patrice Evra	1	Manchester United
Eric Cantona	Paul Scholes	1	Manchester United
Eric Cantona	Peter Schmeichel	1	Manchester United
Eric Cantona	Rio Ferdinand	1	Manchester United
Eric Cantona	Roy Keane	1	Manchester United
Eric Cantona	Ruud van Nistelrooy	1	Manchester United
Eric Cantona	Ryan Giggs	1	Manchester United
Eric Cantona	Wayne Rooney	1	Manchester United
Gary Neville	Harry Maguire	1	Manchester United
Gary Neville	Lisandro Martinez	1	Manchester United
Gary Neville	Luke Shaw	1	Manchester United
Gary Neville	Nemanja Vidic	1	Manchester United
Gary Neville	Patrice Evra	1	Manchester United
Gary Neville	Paul Scholes	1	Manchester United
Gary Neville	Peter Schmeichel	1	Manchester United
Gary Neville	Rio Ferdinand	1	Manchester United
Gary Neville	Roy Keane	1	Manchester United
Gary Neville	Ruud van Nistelrooy	1	Manchester United
Gary Neville	Ryan Giggs	1	Manchester United
Gary Neville	Wayne Rooney	1	Manchester United
Harry Maguire	Lisandro Martinez	1	Manchester United
Harry Maguire	Luke Shaw	1	Manchester United
Harry Maguire	Nemanja Vidic	1	Manchester United
Harry Maguire	Patrice Evra	1	Manchester United
Harry Maguire	Paul Scholes	1	Manchester United
Harry Maguire	Peter Schmeichel	1	Manchester United
Harry Maguire	Rio Ferdinand	1	Manchester United
Harry Maguire	Roy Keane	1	Manchester United
Harry Maguire	Ruud van Nistelrooy	1	Manchester United
Harry Maguire	Ryan Giggs	1	Manchester United
Harry Maguire	Wayne Rooney	1	Manchester United
Lisandro Martinez	Luke Shaw	1	Manchester United
Lisandro Martinez	Nemanja Vidic	1	Manchester United
Lisandro Martinez	Patrice Evra	1	Manchester United
Lisandro Martinez	Paul Scholes	1	Manchester United
Lisandro Martinez	Peter Schmeichel	1	Manchester United
Lisandro Martinez	Rio Ferdinand	1	Manchester United
Lisandro Martinez	Roy Keane	1	Manchester United
Lisandro Martinez	Ruud van Nistelrooy	1	Manchester United
Lisandro Martinez	Ryan Giggs	1	Manchester United
Lisandro Martinez	Wayne Rooney	1	Manchester United
Luke Shaw	Nemanja Vidic	1	Manchester United
Luke Shaw	Patrice Evra	1	Manchester United
Luke Shaw	Paul Scholes	1	Manchester United
Luke Shaw	Peter Schmeichel	1	Manchester United
Luke Shaw	Rio Ferdinand	1	Manchester United
Luke Shaw	Roy Keane	1	Manchester United
Luke Shaw	Ruud van Nistelrooy	1	Manchester United
Luke Shaw	Ryan Giggs	1	Manchester United
Luke Shaw	Wayne Rooney	1	Manchester United
Nemanja Vidic	Patrice Evra	1	Manchester United
Nemanja Vidic	Paul Scholes	1	Manchester United
Nemanja Vidic	Peter Schmeichel	1	Manchester United
Nemanja Vidic	Rio Ferdinand	1	Manchester United
Nemanja Vidic	Roy Keane	1	Manchester United
Nemanja Vidic	Ruud van Nistelrooy	1	Manchester United
Nemanja Vidic	Ryan Giggs	1	Manchester United
Nemanja Vidic	Wayne Rooney	1	Manchester United
Patrice Evra	Paul Scholes	1	Manchester United
Patrice Evra	Peter Schmeichel	1	Manchester United
Patrice Evra	Rio Ferdinand	1	Manchester United
Patrice Evra	Roy Keane	1	Manchester United
Patrice Evra	Ruud van Nistelrooy	1	Manchester United
Patrice Evra	Ryan Giggs	1	Manchester United
Patrice Evra	Wayne Rooney	1	Manchester United
Paul Scholes	Peter Schmeichel	1	Manchester United
Paul Scholes	Rio Ferdinand	1	Manchester United
Paul Scholes	Roy Keane	1	Manchester United
Paul Scholes	Ruud van Nistelrooy	1	Manchester United
Paul Scholes	Ryan Giggs	1	Manchester United
Paul Scholes	Wayne Rooney	1	Manchester United
Peter Schmeichel	Rio Ferdinand	1	Manchester United
Peter Schmeichel	Roy Keane	1	Manchester United
Peter Schmeichel	Ruud van Nistelrooy	1	Manchester United
Peter Schmeichel	Ryan Giggs	1	Manchester United
Peter Schmeichel	Wayne Rooney	1	Manchester United
Rio Ferdinand	Roy Keane	1	Manchester United
Rio Ferdinand	Ruud van Nistelrooy	1	Manchester United
Rio Ferdinand	Ryan Giggs	1	Manchester United
Rio Ferdinand	Wayne Rooney	1	Manchester United
Roy Keane	Ruud van Nistelrooy	1	Manchester United
Roy Keane	Ryan Giggs	1	Manchester United
Roy Keane	Wayne Rooney	1	Manchester United
Ruud van Nistelrooy	Ryan Giggs	1	Manchester United
Ruud van Nistelrooy	Wayne Rooney	1	Manchester United
Ryan Giggs	Wayne Rooney	1	Manchester United
Andre Onana	Marcus Rashford	1	Manchester United
Andre Onana	Rasmus Hojlund	1	Manchester United
Anthony Martial	Marcus Rashford	1	Manchester United
Anthony Martial	Rasmus Hojlund	1	Manchester United
Bruno Fernandes	Marcus Rashford	1	Manchester United
Bruno Fernandes	Rasmus Hojlund	1	Manchester United
Casemiro	Marcus Rashford	1	Manchester United
Casemiro	Rasmus Hojlund	1	Manchester United
Christian Eriksen	Marcus Rashford	1	Manchester United
Christian Eriksen	Rasmus Hojlund	1	Manchester United
Cristiano Ronaldo	Marcus Rashford	1	Manchester United
Cristiano Ronaldo	Rasmus Hojlund	1	Manchester United
David Beckham	Marcus Rashford	1	Manchester United
David Beckham	Rasmus Hojlund	1	Manchester United
David de Gea	Marcus Rashford	1	Manchester United
David de Gea	Rasmus Hojlund	1	Manchester United
Gary Neville	Marcus Rashford	1	Manchester United
Gary Neville	Rasmus Hojlund	1	Manchester United
Harry Maguire	Marcus Rashford	1	Manchester United
Harry Maguire	Rasmus Hojlund	1	Manchester United
Lisandro Martinez	Marcus Rashford	1	Manchester United
Lisandro Martinez	Rasmus Hojlund	1	Manchester United
Luke Shaw	Marcus Rashford	1	Manchester United
Luke Shaw	Rasmus Hojlund	1	Manchester United
Marcus Rashford	Nemanja Vidic	1	Manchester United
Marcus Rashford	Patrice Evra	1	Manchester United
Marcus Rashford	Paul Scholes	1	Manchester United
Marcus Rashford	Peter Schmeichel	1	Manchester United
Marcus Rashford	Rasmus Hojlund	1	Manchester United
Marcus Rashford	Rio Ferdinand	1	Manchester United
Marcus Rashford	Roy Keane	1	Manchester United
Marcus Rashford	Ruud van Nistelrooy	1	Manchester United
Marcus Rashford	Ryan Giggs	1	Manchester United
Marcus Rashford	Wayne Rooney	1	Manchester United
Nemanja Vidic	Rasmus Hojlund	1	Manchester United
Patrice Evra	Rasmus Hojlund	1	Manchester United
Paul Scholes	Rasmus Hojlund	1	Manchester United
Peter Schmeichel	Rasmus Hojlund	1	Manchester United
Rasmus Hojlund	Rio Ferdinand	1	Manchester United
Rasmus Hojlund	Roy Keane	1	Manchester United
Rasmus Hojlund	Ruud van Nistelrooy	1	Manchester United
Rasmus Hojlund	Ryan Giggs	1	Manchester United
Rasmus Hojlund	Wayne Rooney	1	Manchester United
Eric Cantona	Marcus Rashford	1	Manchester United
Eric Cantona	Rasmus Hojlund	1	Manchester United
